fighter,kd,sig_str_landed,sig_str_attempted,total_str_landed,total_str_attempted,td_landed,td_attempted,sub_att,ctrl_time,reversals,head_str_landed,head_str_attempted,body_str_landed,body_str_attempted,leg_str_landed,leg_str_attempted,distance_str_landed,distance_str_attempted,clinch_str_landed,clinch_str_attempted,ground_str_landed,ground_str_attempted,wins,losses,draws,total_fights,dq,majority_decisions,split_decisions,unanimous_decisions,ko_tko,submissions,tko_doctor_stoppages
Johnny Walker,5.0,359.0,678.0,445.0,783.0,2.0,4.0,3.0,485,3.0,180.0,421.0,34.0,70.0,145.0,187.0,239.0,531.0,27.0,33.0,93.0,114.0,8,6,0,14,0.0,0.0,0.0,1.0,6.0,1.0,0.0
Johny Hendricks,6.0,885.0,1938.0,1355.0,2446.0,61.0,122.0,6.0,4818,0.0,584.0,1577.0,77.0,105.0,224.0,256.0,605.0,1542.0,208.0,297.0,72.0,99.0,13,8,0,21,0.0,1.0,2.0,5.0,5.0,0.0,0.0
Jon Delos Reyes,2.0,70.0,182.0,90.0,204.0,5.0,6.0,3.0,506,1.0,47.0,154.0,15.0,19.0,8.0,9.0,33.0,116.0,22.0,30.0,15.0,36.0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jon Fitch,2.0,630.0,1225.0,2185.0,2925.0,58.0,106.0,14.0,7706,3.0,414.0,945.0,129.0,169.0,87.0,111.0,186.0,540.0,136.0,231.0,308.0,454.0,14,3,1,18,0.0,0.0,1.0,9.0,1.0,3.0,0.0
Jon Hess,0.0,17.0,28.0,30.0,41.0,0.0,0.0,0.0,0,0.0,7.0,17.0,10.0,11.0,0.0,0.0,6.0,14.0,6.0,9.0,5.0,5.0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jon Jones,6.0,1564.0,2655.0,1947.0,3073.0,45.0,98.0,11.0,5072,0.0,759.0,1595.0,375.0,494.0,430.0,566.0,1012.0,1918.0,250.0,346.0,302.0,391.0,22,1,0,23,0.0,0.0,1.0,9.0,6.0,6.0,0.0
Jon Madsen,0.0,140.0,341.0,228.0,437.0,5.0,7.0,0.0,640,0.0,100.0,293.0,18.0,23.0,22.0,25.0,80.0,260.0,34.0,41.0,26.0,40.0,4,1,0,5,0.0,0.0,1.0,2.0,1.0,0.0,0.0
Jon Manley,0.0,17.0,85.0,35.0,112.0,1.0,13.0,0.0,328,0.0,12.0,73.0,2.0,7.0,3.0,5.0,12.0,77.0,5.0,8.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Olav Einemo,0.0,65.0,113.0,121.0,172.0,1.0,4.0,0.0,117,1.0,46.0,92.0,13.0,15.0,6.0,6.0,40.0,79.0,23.0,28.0,2.0,6.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jon Tuck,2.0,324.0,809.0,500.0,1004.0,3.0,9.0,7.0,1124,1.0,182.0,630.0,82.0,108.0,60.0,71.0,259.0,703.0,30.0,51.0,35.0,55.0,4,5,0,9,0.0,0.0,0.0,1.0,1.0,2.0,0.0
Jonathan Brookins,0.0,126.0,282.0,157.0,318.0,6.0,38.0,1.0,1206,0.0,98.0,237.0,23.0,37.0,5.0,8.0,54.0,169.0,40.0,71.0,32.0,42.0,2,3,0,5,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Jonathan Goulet,2.0,81.0,193.0,216.0,349.0,14.0,20.0,2.0,1218,4.0,55.0,161.0,13.0,16.0,13.0,16.0,38.0,111.0,16.0,31.0,27.0,51.0,4,5,0,9,0.0,1.0,0.0,0.0,1.0,1.0,1.0
Jonathan Martinez,9.0,887.0,1789.0,1012.0,1932.0,5.0,14.0,1.0,1685,2.0,494.0,1257.0,194.0,285.0,199.0,247.0,731.0,1590.0,62.0,74.0,94.0,125.0,10,5,0,15,0.0,0.0,0.0,6.0,4.0,0.0,0.0
Jonathan Meunier,0.0,90.0,178.0,145.0,238.0,1.0,3.0,0.0,79,0.0,49.0,116.0,14.0,23.0,27.0,39.0,63.0,141.0,16.0,23.0,11.0,14.0,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jonathan Micallef,1.0,85.0,192.0,89.0,197.0,0.0,0.0,0.0,9,0.0,52.0,151.0,28.0,34.0,5.0,7.0,83.0,190.0,2.0,2.0,0.0,0.0,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jonathan Pearce,0.0,362.0,679.0,733.0,1123.0,29.0,58.0,5.0,2379,3.0,254.0,539.0,67.0,95.0,41.0,45.0,187.0,462.0,71.0,84.0,104.0,133.0,5,4,0,9,0.0,0.0,0.0,2.0,2.0,1.0,0.0
Jonathan Wiezorek,0.0,10.0,10.0,37.0,37.0,1.0,4.0,0.0,112,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,8.0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jonathan Wilson,2.0,117.0,243.0,124.0,250.0,1.0,1.0,0.0,141,0.0,87.0,209.0,21.0,24.0,9.0,10.0,95.0,213.0,14.0,21.0,8.0,9.0,1,3,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jonavin Webb,1.0,44.0,144.0,69.0,173.0,5.0,16.0,2.0,213,0.0,32.0,121.0,10.0,18.0,2.0,5.0,31.0,117.0,9.0,17.0,4.0,10.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jonny Parsons,2.0,63.0,124.0,69.0,133.0,0.0,0.0,0.0,86,0.0,42.0,95.0,12.0,19.0,9.0,10.0,51.0,101.0,7.0,15.0,5.0,8.0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
JooSang Yoo,1.0,37.0,63.0,57.0,83.0,0.0,0.0,0.0,0,0.0,19.0,44.0,5.0,5.0,13.0,14.0,35.0,61.0,1.0,1.0,1.0,1.0,1,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jordan Espinosa,0.0,243.0,496.0,314.0,575.0,3.0,8.0,0.0,185,0.0,138.0,361.0,44.0,55.0,61.0,80.0,175.0,409.0,47.0,60.0,21.0,27.0,2,4,0,6,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Jordan Griffin,0.0,169.0,355.0,229.0,424.0,7.0,19.0,8.0,1133,5.0,146.0,327.0,21.0,25.0,2.0,3.0,127.0,290.0,11.0,13.0,31.0,52.0,1,4,0,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jordan Johnson,0.0,175.0,367.0,384.0,628.0,11.0,26.0,4.0,1337,0.0,152.0,335.0,13.0,19.0,10.0,13.0,118.0,288.0,8.0,15.0,49.0,64.0,4,0,0,4,0.0,0.0,1.0,2.0,0.0,1.0,0.0
Jordan Leavitt,1.0,137.0,222.0,383.0,520.0,10.0,35.0,4.0,1093,2.0,30.0,80.0,34.0,61.0,73.0,81.0,114.0,186.0,16.0,24.0,7.0,12.0,5,3,0,8,0.0,0.0,1.0,0.0,2.0,2.0,0.0
Jordan Mein,3.0,281.0,593.0,371.0,697.0,14.0,23.0,2.0,1448,2.0,186.0,478.0,41.0,55.0,54.0,60.0,202.0,451.0,28.0,46.0,51.0,96.0,5,4,0,9,0.0,0.0,1.0,2.0,2.0,0.0,0.0
Jordan Radev,0.0,21.0,91.0,50.0,120.0,0.0,0.0,0.0,45,0.0,12.0,75.0,2.0,2.0,7.0,14.0,17.0,77.0,3.0,9.0,1.0,5.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Rinaldi,0.0,81.0,230.0,185.0,346.0,5.0,14.0,4.0,959,1.0,39.0,158.0,11.0,27.0,31.0,45.0,68.0,203.0,1.0,4.0,12.0,23.0,2,3,0,5,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Jordan Vucenic,1.0,50.0,111.0,103.0,171.0,1.0,7.0,0.0,284,0.0,36.0,93.0,11.0,13.0,3.0,5.0,36.0,93.0,9.0,11.0,5.0,7.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Williams,0.0,65.0,183.0,99.0,226.0,1.0,5.0,0.0,195,0.0,48.0,161.0,8.0,13.0,9.0,9.0,56.0,170.0,9.0,13.0,0.0,0.0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Wright,2.0,145.0,252.0,393.0,516.0,5.0,11.0,1.0,457,0.0,82.0,177.0,54.0,65.0,9.0,10.0,64.0,157.0,57.0,63.0,24.0,32.0,2,5,0,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Jorge Gurgel,0.0,356.0,1075.0,575.0,1329.0,6.0,24.0,1.0,1578,2.0,246.0,930.0,34.0,49.0,76.0,96.0,240.0,845.0,59.0,103.0,57.0,127.0,3,4,0,7,0.0,0.0,1.0,2.0,0.0,0.0,0.0
Jorge Lopez,0.0,74.0,124.0,103.0,159.0,7.0,17.0,0.0,905,1.0,53.0,100.0,11.0,14.0,10.0,10.0,35.0,80.0,17.0,21.0,22.0,23.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Masvidal,9.0,1170.0,2365.0,1654.0,2913.0,17.0,32.0,7.0,2596,1.0,695.0,1734.0,281.0,369.0,194.0,262.0,808.0,1832.0,202.0,265.0,160.0,268.0,12,10,0,22,0.0,0.0,0.0,5.0,5.0,1.0,1.0
Jorge Patino,0.0,19.0,88.0,21.0,90.0,1.0,6.0,1.0,0,0.0,5.0,69.0,1.0,2.0,13.0,17.0,16.0,83.0,2.0,4.0,1.0,1.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jorge Rivera,8.0,378.0,761.0,752.0,1208.0,7.0,14.0,1.0,2332,4.0,243.0,594.0,86.0,104.0,49.0,63.0,114.0,343.0,165.0,253.0,99.0,165.0,8,7,0,15,0.0,0.0,1.0,2.0,5.0,0.0,0.0
Jorge Santiago,1.0,104.0,308.0,145.0,354.0,2.0,8.0,3.0,340,1.0,62.0,253.0,28.0,37.0,14.0,18.0,67.0,250.0,29.0,42.0,8.0,16.0,1,5,0,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jorge de Oliveira,0.0,23.0,72.0,73.0,130.0,0.0,0.0,0.0,0,0.0,10.0,51.0,8.0,11.0,5.0,10.0,16.0,64.0,7.0,8.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Aldo,7.0,1354.0,2992.0,1571.0,3244.0,13.0,26.0,4.0,2646,0.0,913.0,2389.0,280.0,416.0,161.0,187.0,1220.0,2802.0,56.0,69.0,78.0,121.0,14,9,0,23,0.0,0.0,0.0,10.0,4.0,0.0,0.0
Jose Daniel Medina,0.0,9.0,25.0,13.0,29.0,0.0,0.0,0.0,0,0.0,5.0,17.0,3.0,7.0,1.0,1.0,9.0,24.0,0.0,1.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Delgado,3.0,164.0,283.0,172.0,292.0,0.0,3.0,0.0,98,0.0,113.0,216.0,43.0,55.0,8.0,12.0,118.0,225.0,16.0,19.0,30.0,39.0,2,1,0,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Jose Johnson,0.0,84.0,155.0,223.0,313.0,2.0,3.0,2.0,371,2.0,52.0,109.0,21.0,29.0,11.0,17.0,43.0,91.0,11.0,23.0,30.0,41.0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jose Maria,0.0,62.0,116.0,80.0,136.0,3.0,11.0,3.0,129,0.0,22.0,62.0,8.0,17.0,32.0,37.0,47.0,100.0,12.0,13.0,3.0,3.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Medina,0.0,49.0,107.0,70.0,130.0,1.0,2.0,0.0,72,0.0,26.0,76.0,11.0,19.0,12.0,12.0,47.0,105.0,1.0,1.0,1.0,1.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jose Ochoa,1.0,106.0,282.0,229.0,426.0,1.0,2.0,3.0,105,0.0,39.0,139.0,33.0,86.0,34.0,57.0,90.0,260.0,13.0,19.0,3.0,3.0,1,2,0,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Jose Quinonez,3.0,341.0,750.0,405.0,832.0,17.0,36.0,4.0,1386,1.0,175.0,519.0,66.0,110.0,100.0,121.0,271.0,644.0,20.0,35.0,50.0,71.0,5,4,0,9,0.0,0.0,0.0,4.0,0.0,1.0,0.0
Jose Torres,0.0,51.0,138.0,55.0,142.0,1.0,3.0,0.0,42,1.0,36.0,118.0,12.0,17.0,3.0,3.0,37.0,120.0,9.0,12.0,5.0,6.0,1,1,0,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Josefine Knutsson,0.0,231.0,427.0,359.0,577.0,3.0,4.0,0.0,769,1.0,137.0,313.0,59.0,75.0,35.0,39.0,159.0,319.0,34.0,55.0,38.0,53.0,2,1,0,3,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Joselyne Edwards,1.0,659.0,1227.0,1051.0,1682.0,12.0,31.0,5.0,1524,7.0,250.0,631.0,206.0,338.0,203.0,258.0,565.0,1103.0,51.0,70.0,43.0,54.0,7,4,0,11,0.0,0.0,2.0,2.0,2.0,1.0,0.0
Joseph Benavidez,6.0,938.0,2543.0,1165.0,2799.0,24.0,78.0,4.0,2455,3.0,505.0,1810.0,243.0,431.0,190.0,302.0,764.0,2271.0,111.0,174.0,63.0,98.0,15,6,0,21,0.0,0.0,1.0,8.0,5.0,1.0,0.0
Joseph Gigliotti,0.0,20.0,51.0,30.0,61.0,2.0,2.0,1.0,97,0.0,12.0,42.0,6.0,6.0,2.0,3.0,11.0,39.0,8.0,10.0,1.0,2.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Joseph Holmes,1.0,104.0,180.0,118.0,195.0,2.0,5.0,1.0,405,1.0,53.0,116.0,23.0,32.0,28.0,32.0,82.0,153.0,15.0,17.0,7.0,10.0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Joseph Morales,1.0,79.0,195.0,110.0,236.0,3.0,7.0,8.0,402,1.0,50.0,156.0,23.0,31.0,6.0,8.0,44.0,133.0,11.0,19.0,24.0,43.0,3,2,0,5,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Joseph Sandoval,0.0,3.0,7.0,3.0,7.0,0.0,0.0,0.0,0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Barnett,1.0,392.0,637.0,643.0,907.0,5.0,8.0,5.0,1739,1.0,248.0,476.0,116.0,130.0,28.0,31.0,133.0,285.0,171.0,219.0,88.0,133.0,7,3,0,10,0.0,0.0,0.0,1.0,4.0,2.0,0.0
Josh Bryant,0.0,9.0,45.0,9.0,45.0,0.0,2.0,0.0,0,0.0,7.0,38.0,1.0,2.0,1.0,5.0,9.0,45.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Clopton,0.0,48.0,75.0,141.0,174.0,4.0,6.0,0.0,664,0.0,22.0,48.0,14.0,14.0,12.0,13.0,20.0,42.0,20.0,22.0,8.0,11.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Copeland,0.0,29.0,92.0,39.0,102.0,0.0,0.0,0.0,10,0.0,20.0,79.0,8.0,12.0,1.0,1.0,19.0,74.0,10.0,18.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Culibao,4.0,358.0,800.0,456.0,909.0,0.0,17.0,2.0,416,0.0,218.0,609.0,71.0,106.0,69.0,85.0,318.0,741.0,20.0,30.0,20.0,29.0,3,4,1,8,0.0,0.0,1.0,1.0,0.0,1.0,0.0
Josh Emmett,12.0,772.0,2155.0,835.0,2245.0,15.0,40.0,1.0,1011,1.0,494.0,1757.0,163.0,266.0,115.0,132.0,651.0,1966.0,43.0,63.0,78.0,126.0,10,6,0,16,0.0,0.0,2.0,4.0,4.0,0.0,0.0
Josh Ferguson,0.0,54.0,123.0,83.0,159.0,1.0,9.0,0.0,531,1.0,37.0,104.0,14.0,16.0,3.0,3.0,42.0,109.0,7.0,9.0,5.0,5.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Fremd,0.0,173.0,389.0,275.0,501.0,3.0,12.0,5.0,961,3.0,84.0,265.0,54.0,75.0,35.0,49.0,135.0,336.0,28.0,40.0,10.0,13.0,2,4,0,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Josh Grispi,0.0,40.0,107.0,76.0,144.0,7.0,16.0,4.0,480,0.0,14.0,69.0,10.0,18.0,16.0,20.0,30.0,86.0,5.0,13.0,5.0,8.0,0,4,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Haynes,1.0,40.0,178.0,63.0,204.0,2.0,11.0,0.0,246,1.0,24.0,154.0,10.0,16.0,6.0,8.0,22.0,137.0,9.0,19.0,9.0,22.0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hendricks,0.0,1.0,5.0,6.0,10.0,0.0,0.0,0.0,0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Hokit,2.0,9.0,17.0,11.0,19.0,0.0,0.0,0.0,8,0.0,9.0,17.0,0.0,0.0,0.0,0.0,7.0,15.0,1.0,1.0,1.0,1.0,1,0,0,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Josh Koscheck,4.0,428.0,1183.0,876.0,1654.0,40.0,83.0,7.0,5532,1.0,322.0,1041.0,80.0,110.0,26.0,32.0,204.0,880.0,45.0,69.0,179.0,234.0,15,10,0,25,0.0,0.0,1.0,5.0,6.0,3.0,0.0
Josh Neer,1.0,473.0,1059.0,752.0,1356.0,10.0,24.0,13.0,1960,2.0,352.0,910.0,72.0,90.0,49.0,59.0,222.0,656.0,139.0,219.0,112.0,184.0,6,9,0,15,0.0,0.0,0.0,2.0,0.0,3.0,1.0
Josh Parisian,0.0,310.0,649.0,429.0,817.0,5.0,15.0,0.0,586,0.0,183.0,493.0,97.0,123.0,30.0,33.0,223.0,522.0,69.0,102.0,18.0,25.0,2,5,0,7,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Josh Quinlan,1.0,145.0,356.0,145.0,356.0,1.0,9.0,0.0,55,0.0,75.0,271.0,30.0,39.0,40.0,46.0,141.0,352.0,2.0,2.0,2.0,2.0,1,3,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Josh Rafferty,0.0,1.0,3.0,2.0,4.0,0.0,1.0,1.0,0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Samman,2.0,86.0,163.0,187.0,276.0,3.0,9.0,1.0,732,1.0,34.0,92.0,35.0,54.0,17.0,17.0,36.0,77.0,36.0,62.0,14.0,24.0,3,2,0,5,0.0,0.0,0.0,0.0,2.0,1.0,0.0
Josh Sampo,0.0,85.0,233.0,194.0,347.0,3.0,9.0,6.0,429,1.0,46.0,165.0,23.0,46.0,16.0,22.0,64.0,192.0,10.0,21.0,11.0,20.0,1,3,0,4,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Josh Shockley,0.0,28.0,84.0,47.0,107.0,0.0,2.0,1.0,114,0.0,20.0,65.0,7.0,17.0,1.0,2.0,17.0,58.0,8.0,20.0,3.0,6.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Shockman,0.0,13.0,40.0,50.0,83.0,0.0,0.0,0.0,26,0.0,1.0,22.0,2.0,7.0,10.0,11.0,13.0,40.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh Stansbury,0.0,101.0,185.0,241.0,330.0,0.0,5.0,2.0,721,0.0,69.0,147.0,17.0,23.0,15.0,15.0,64.0,134.0,22.0,28.0,15.0,23.0,1,2,0,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Josh Thomson,2.0,197.0,457.0,291.0,557.0,11.0,30.0,0.0,1213,0.0,98.0,313.0,41.0,66.0,58.0,78.0,128.0,335.0,37.0,63.0,32.0,59.0,3,4,0,7,0.0,1.0,0.0,0.0,2.0,0.0,0.0
Joshua Burkman,2.0,543.0,1245.0,664.0,1376.0,34.0,92.0,4.0,3061,1.0,259.0,863.0,91.0,146.0,193.0,236.0,364.0,977.0,125.0,193.0,54.0,75.0,6,12,0,18,0.0,0.0,1.0,3.0,1.0,1.0,0.0
Joshua Van,5.0,1097.0,1931.0,1374.0,2238.0,7.0,11.0,0.0,559,0.0,772.0,1547.0,223.0,273.0,102.0,111.0,964.0,1753.0,85.0,105.0,48.0,73.0,8,1,0,9,0.0,0.0,1.0,5.0,2.0,0.0,0.0
Joshua Weems,0.0,18.0,26.0,22.0,32.0,2.0,3.0,0.0,63,0.0,9.0,15.0,6.0,7.0,3.0,4.0,12.0,19.0,6.0,7.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josiane Nunes,3.0,382.0,887.0,410.0,918.0,0.0,1.0,0.0,204,0.0,254.0,704.0,85.0,133.0,43.0,50.0,330.0,807.0,43.0,63.0,9.0,17.0,3,3,0,6,0.0,0.0,0.0,2.0,1.0,0.0,0.0
Josias Musasa,0.0,56.0,120.0,75.0,149.0,1.0,3.0,0.0,62,0.0,29.0,74.0,7.0,12.0,20.0,34.0,40.0,93.0,16.0,25.0,0.0,2.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Journey Newson,1.0,141.0,433.0,174.0,477.0,2.0,12.0,1.0,120,0.0,55.0,298.0,41.0,70.0,45.0,65.0,128.0,419.0,4.0,5.0,9.0,9.0,1,4,0,5,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Juan Adams,0.0,177.0,347.0,238.0,410.0,2.0,3.0,0.0,362,0.0,136.0,300.0,31.0,35.0,10.0,12.0,98.0,251.0,43.0,51.0,36.0,45.0,1,3,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Juan Espino,0.0,44.0,62.0,109.0,137.0,11.0,14.0,3.0,531,0.0,36.0,51.0,6.0,6.0,2.0,5.0,9.0,24.0,9.0,9.0,26.0,29.0,2,1,0,3,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Juan Manuel Puig,0.0,13.0,55.0,13.0,55.0,0.0,0.0,0.0,0,0.0,4.0,40.0,1.0,1.0,8.0,14.0,13.0,55.0,0.0,0.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juancamilo Ronderos,0.0,12.0,39.0,58.0,89.0,1.0,3.0,0.0,82,0.0,5.0,31.0,2.0,2.0,5.0,6.0,9.0,31.0,3.0,5.0,0.0,3.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jules Bruchez,0.0,1.0,2.0,3.0,4.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julia Avila,1.0,199.0,469.0,318.0,621.0,3.0,8.0,1.0,775,2.0,117.0,360.0,36.0,55.0,46.0,54.0,157.0,411.0,33.0,47.0,9.0,11.0,3,3,0,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0
Julia Polastri,0.0,376.0,671.0,487.0,802.0,3.0,4.0,1.0,532,0.0,221.0,480.0,110.0,140.0,45.0,51.0,298.0,561.0,53.0,69.0,25.0,41.0,2,2,0,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0
Julian Erosa,1.0,838.0,1737.0,1035.0,1975.0,17.0,38.0,7.0,1298,0.0,553.0,1354.0,206.0,290.0,79.0,93.0,648.0,1483.0,138.0,195.0,52.0,59.0,9,8,0,17,0.0,0.0,2.0,1.0,2.0,4.0,0.0
Julian Marquez,1.0,314.0,698.0,359.0,759.0,0.0,6.0,11.0,217,1.0,242.0,594.0,52.0,78.0,20.0,26.0,210.0,547.0,70.0,105.0,34.0,46.0,3,5,0,8,0.0,0.0,0.0,0.0,0.0,3.0,0.0
Julian Sanchez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Juliana Lima,0.0,186.0,422.0,416.0,684.0,11.0,35.0,0.0,2160,3.0,84.0,276.0,49.0,67.0,53.0,79.0,82.0,279.0,65.0,80.0,39.0,63.0,3,4,0,7,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Juliana Miller,0.0,130.0,294.0,238.0,432.0,7.0,18.0,4.0,1178,0.0,89.0,237.0,31.0,45.0,10.0,12.0,81.0,216.0,18.0,28.0,31.0,50.0,2,2,0,4,0.0,0.0,0.0,1.0,1.0,0.0,0.0
Julianna Pena,0.0,493.0,1109.0,1102.0,1828.0,18.0,33.0,8.0,2707,1.0,387.0,973.0,92.0,117.0,14.0,19.0,305.0,823.0,65.0,84.0,123.0,202.0,8,4,0,12,0.0,0.0,1.0,3.0,2.0,2.0,0.0
Julie Kedzie,0.0,82.0,262.0,154.0,341.0,2.0,9.0,0.0,297,0.0,37.0,210.0,29.0,35.0,16.0,17.0,66.0,242.0,16.0,20.0,0.0,0.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julija Stoliarenko,0.0,263.0,676.0,369.0,796.0,5.0,24.0,9.0,591,1.0,161.0,520.0,51.0,80.0,51.0,76.0,237.0,638.0,20.0,31.0,6.0,7.0,2,7,0,9,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Julio Arce,3.0,503.0,1443.0,608.0,1575.0,4.0,14.0,3.0,499,0.0,361.0,1217.0,116.0,193.0,26.0,33.0,460.0,1375.0,36.0,58.0,7.0,10.0,6,4,0,10,0.0,0.0,0.0,2.0,3.0,1.0,0.0
Julio Paulino,0.0,29.0,104.0,70.0,147.0,0.0,0.0,1.0,193,1.0,16.0,79.0,11.0,18.0,2.0,7.0,18.0,81.0,7.0,16.0,4.0,7.0,0,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julius Walker,1.0,130.0,233.0,210.0,320.0,7.0,19.0,0.0,1037,0.0,63.0,155.0,42.0,53.0,25.0,25.0,69.0,150.0,39.0,56.0,22.0,27.0,1,1,0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Jumabieke Tuerxun,0.0,51.0,176.0,79.0,209.0,1.0,9.0,2.0,115,0.0,31.0,142.0,11.0,21.0,9.0,13.0,40.0,153.0,7.0,19.0,4.0,4.0,0,3,0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JunYong Park,1.0,742.0,1439.0,1195.0,2059.0,18.0,42.0,9.0,2864,3.0,599.0,1277.0,71.0,85.0,72.0,77.0,620.0,1259.0,52.0,73.0,70.0,107.0,9,4,0,13,0.0,1.0,2.0,3.0,0.0,3.0,0.0
Junie Browning,0.0,32.0,66.0,39.0,74.0,2.0,3.0,2.0,252,1.0,21.0,52.0,6.0,7.0,5.0,7.0,26.0,51.0,3.0,7.0,3.0,8.0,1,1,0,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0
